"","0","1","2","3","code_insee","Ville"
"2178","Après 2005","649","2","14,3 %","92051","neuilly-sur-seine"
"2179","Avant 1919","85","0","11,8 %","92060","le-plessis-robinson"
"2180","De 1919 à 1945","710","5","8,6 %","92060","le-plessis-robinson"
"2181","De 1946 à 1970","3 106","23","20,8 %","92060","le-plessis-robinson"
"2182","De 1971 à 1990","2 981","22","28,6 %","92060","le-plessis-robinson"
"2183","De 1991 à 2005","3 478","26","15,9 %","92060","le-plessis-robinson"
"2184","Après 2005","2 637","20","14,3 %","92060","le-plessis-robinson"
"2185","Avant 1919","898","4","11,8 %","92062","puteaux"
"2186","De 1919 à 1945","2 621","12","8,6 %","92062","puteaux"
"2187","De 1946 à 1970","4 744","22","20,8 %","92062","puteaux"
"2188","De 1971 à 1990","7 997","38","28,6 %","92062","puteaux"
"2189","De 1991 à 2005","2 946","14","15,9 %","92062","puteaux"
"2190","Après 2005","1 642","7","14,3 %","92062","puteaux"
"2191","Avant 1919","1 099","3","11,8 %","92063","rueil-malmaison"
"2192","De 1919 à 1945","2 156","6","8,6 %","92063","rueil-malmaison"
"2193","De 1946 à 1970","10 693","32","20,8 %","92063","rueil-malmaison"
"2194","De 1971 à 1990","10 645","31","28,6 %","92063","rueil-malmaison"
"2195","De 1991 à 2005","6 793","20","15,9 %","92063","rueil-malmaison"
"2196","Après 2005","2 075","6","14,3 %","92063","rueil-malmaison"
"2197","Avant 1919","1 004","7","11,8 %","92064","saint-cloud"
"2198","De 1919 à 1945","1 801","14","8,6 %","92064","saint-cloud"
"2199","De 1946 à 1970","5 082","40","20,8 %","92064","saint-cloud"
"2200","De 1971 à 1990","3 178","25","28,6 %","92064","saint-cloud"
"2201","De 1991 à 2005","863","6","15,9 %","92064","saint-cloud"
"2202","Après 2005","748","5","14,3 %","92064","saint-cloud"
"2203","Avant 1919","406","4","11,8 %","92071","sceaux"
"2204","De 1919 à 1945","865","9","8,6 %","92071","sceaux"
"2205","De 1946 à 1970","3 767","42","20,8 %","92071","sceaux"
"2206","De 1971 à 1990","2 259","25","28,6 %","92071","sceaux"
"2207","De 1991 à 2005","1 204","13","15,9 %","92071","sceaux"
"2208","Après 2005","352","4","14,3 %","92071","sceaux"
"2209","Avant 1919","876","8","11,8 %","92072","sevres"
"2210","De 1919 à 1945","780","7","8,6 %","92072","sevres"
"2211","De 1946 à 1970","3 551","35","20,8 %","92072","sevres"
"2212","De 1971 à 1990","3 395","34","28,6 %","92072","sevres"
"2213","De 1991 à 2005","757","7","15,9 %","92072","sevres"
"2214","Après 2005","573","5","14,3 %","92072","sevres"
"2215","Avant 1919","798","3","11,8 %","92073","suresnes"
"2216","De 1919 à 1945","3 867","17","8,6 %","92073","suresnes"
"2217","De 1946 à 1970","5 348","24","20,8 %","92073","suresnes"
"2218","De 1971 à 1990","4 475","20","28,6 %","92073","suresnes"
"2219","De 1991 à 2005","4 346","20","15,9 %","92073","suresnes"
"2220","Après 2005","2 926","13","14,3 %","92073","suresnes"
"2221","Avant 1919","870","6","11,8 %","92075","vanves"
"2222","De 1919 à 1945","1 832","13","8,6 %","92075","vanves"
"2223","De 1946 à 1970","3 699","28","20,8 %","92075","vanves"
"2224","De 1971 à 1990","4 920","37","28,6 %","92075","vanves"
"2225","De 1991 à 2005","1 093","8","15,9 %","92075","vanves"
"2226","Après 2005","811","6","14,3 %","92075","vanves"
"2227","Avant 1919","40","0","11,8 %","92078","villeneuve-la-garenne"
"2228","De 1919 à 1945","313","3","8,6 %","92078","villeneuve-la-garenne"
"2229","De 1946 à 1970","4 732","50","20,8 %","92078","villeneuve-la-garenne"
"2230","De 1971 à 1990","2 482","26","28,6 %","92078","villeneuve-la-garenne"
"2231","De 1991 à 2005","1 068","11","15,9 %","92078","villeneuve-la-garenne"
"2232","Après 2005","743","7","14,3 %","92078","villeneuve-la-garenne"
"2233","Avant 1919","1 286","3","11,8 %","93001","aubervilliers"
"2234","De 1919 à 1945","4 703","13","8,6 %","93001","aubervilliers"
"2235","De 1946 à 1970","11 235","33","20,8 %","93001","aubervilliers"
"2236","De 1971 à 1990","7 179","21","28,6 %","93001","aubervilliers"
"2237","De 1991 à 2005","2 945","8","15,9 %","93001","aubervilliers"
"2238","Après 2005","6 644","19","14,3 %","93001","aubervilliers"
"2239","Avant 1919","804","2","11,8 %","93005","aulnay-sous-bois"
"2240","De 1919 à 1945","4 121","13","8,6 %","93005","aulnay-sous-bois"
"2241","De 1946 à 1970","11 015","36","20,8 %","93005","aulnay-sous-bois"
"2242","De 1971 à 1990","8 969","29","28,6 %","93005","aulnay-sous-bois"
"2243","De 1991 à 2005","2 187","7","15,9 %","93005","aulnay-sous-bois"
"2244","Après 2005","3 352","11","14,3 %","93005","aulnay-sous-bois"
"2245","Avant 1919","544","3","11,8 %","93006","bagnolet"
"2246","De 1919 à 1945","1 686","10","8,6 %","93006","bagnolet"
"2247","De 1946 à 1970","5 791","36","20,8 %","93006","bagnolet"
"2248","De 1971 à 1990","3 995","25","28,6 %","93006","bagnolet"
"2249","De 1991 à 2005","1 638","10","15,9 %","93006","bagnolet"
"2250","Après 2005","2 106","13","14,3 %","93006","bagnolet"
"2251","Avant 1919","256","1","11,8 %","93007","le-blanc-mesnil"
"2252","De 1919 à 1945","1 850","9","8,6 %","93007","le-blanc-mesnil"
"2253","De 1946 à 1970","8 785","43","20,8 %","93007","le-blanc-mesnil"
"2254","De 1971 à 1990","4 684","23","28,6 %","93007","le-blanc-mesnil"
"2255","De 1991 à 2005","2 366","11","15,9 %","93007","le-blanc-mesnil"
"2256","Après 2005","2 376","11","14,3 %","93007","le-blanc-mesnil"
"2257","Avant 1919","252","1","11,8 %","93008","bobigny"
"2258","De 1919 à 1945","1 515","7","8,6 %","93008","bobigny"
"2259","De 1946 à 1970","6 081","31","20,8 %","93008","bobigny"
"2260","De 1971 à 1990","5 049","26","28,6 %","93008","bobigny"
"2261","De 1991 à 2005","2 693","14","15,9 %","93008","bobigny"
"2262","Après 2005","3 635","18","14,3 %","93008","bobigny"
"2263","Avant 1919","393","2","11,8 %","93010","bondy"
"2264","De 1919 à 1945","1 967","9","8,6 %","93010","bondy"
"2265","De 1946 à 1970","7 966","40","20,8 %","93010","bondy"
"2266","De 1971 à 1990","4 395","22","28,6 %","93010","bondy"
"2267","De 1991 à 2005","2 429","12","15,9 %","93010","bondy"
"2268","Après 2005","2 628","13","14,3 %","93010","bondy"
"2269","Avant 1919","110","1","11,8 %","93014","clichy-sous-bois"
"2270","De 1919 à 1945","431","4","8,6 %","93014","clichy-sous-bois"
"2271","De 1946 à 1970","3 319","36","20,8 %","93014","clichy-sous-bois"
"2272","De 1971 à 1990","3 175","35","28,6 %","93014","clichy-sous-bois"
"2273","De 1991 à 2005","566","6","15,9 %","93014","clichy-sous-bois"
"2274","Après 2005","1 399","15","14,3 %","93014","clichy-sous-bois"
"2275","Avant 1919","287","1","11,8 %","93027","la-courneuve"
"2276","De 1919 à 1945","1 787","11","8,6 %","93027","la-courneuve"
"2277","De 1946 à 1970","5 733","35","20,8 %","93027","la-courneuve"
"2278","De 1971 à 1990","3 315","20","28,6 %","93027","la-courneuve"
"2279","De 1991 à 2005","1 653","10","15,9 %","93027","la-courneuve"
"2280","Après 2005","3 182","19","14,3 %","93027","la-courneuve"
"2281","Avant 1919","400","1","11,8 %","93029","drancy"
"2282","De 1919 à 1945","3 826","13","8,6 %","93029","drancy"
"2283","De 1946 à 1970","10 322","36","20,8 %","93029","drancy"
"2284","De 1971 à 1990","7 185","25","28,6 %","93029","drancy"
"2285","De 1991 à 2005","2 388","8","15,9 %","93029","drancy"
"2286","Après 2005","3 852","13","14,3 %","93029","drancy"
"2287","Avant 1919","567","2","11,8 %","93031","epinay-sur-seine"
"2288","De 1919 à 1945","1 531","7","8,6 %","93031","epinay-sur-seine"
"2289","De 1946 à 1970","8 603","42","20,8 %","93031","epinay-sur-seine"
"2290","De 1971 à 1990","5 654","27","28,6 %","93031","epinay-sur-seine"
"2291","De 1991 à 2005","1 283","6","15,9 %","93031","epinay-sur-seine"
"2292","Après 2005","2 745","13","14,3 %","93031","epinay-sur-seine"
"2293","Avant 1919","519","3","11,8 %","93032","gagny"
"2294","De 1919 à 1945","1 629","10","8,6 %","93032","gagny"
"2295","De 1946 à 1970","5 594","35","20,8 %","93032","gagny"
"2296","De 1971 à 1990","4 784","30","28,6 %","93032","gagny"
"2297","De 1991 à 2005","1 851","11","15,9 %","93032","gagny"
"2298","Après 2005","1 245","8","14,3 %","93032","gagny"
"2299","Avant 1919","756","7","11,8 %","93045","les-lilas"
"2300","De 1919 à 1945","1 774","16","8,6 %","93045","les-lilas"
"2301","De 1946 à 1970","2 587","24","20,8 %","93045","les-lilas"
"2302","De 1971 à 1990","3 331","31","28,6 %","93045","les-lilas"
"2303","De 1991 à 2005","1 264","11","15,9 %","93045","les-lilas"
"2304","Après 2005","1 036","9","14,3 %","93045","les-lilas"
"2305","Avant 1919","564","3","11,8 %","93046","livry-gargan"
"2306","De 1919 à 1945","1 860","10","8,6 %","93046","livry-gargan"
"2307","De 1946 à 1970","4 645","25","20,8 %","93046","livry-gargan"
"2308","De 1971 à 1990","5 840","32","28,6 %","93046","livry-gargan"
"2309","De 1991 à 2005","3 340","18","15,9 %","93046","livry-gargan"
"2310","Après 2005","1 988","10","14,3 %","93046","livry-gargan"
"2311","Avant 1919","276","2","11,8 %","93047","montfermeil"
"2312","De 1919 à 1945","723","7","8,6 %","93047","montfermeil"
"2313","De 1946 à 1970","2 471","26","20,8 %","93047","montfermeil"
"2314","De 1971 à 1990","2 919","31","28,6 %","93047","montfermeil"
"2315","De 1991 à 2005","1 270","13","15,9 %","93047","montfermeil"
"2316","Après 2005","1 747","18","14,3 %","93047","montfermeil"
"2317","Avant 1919","2 189","4","11,8 %","93048","montreuil"
"2318","De 1919 à 1945","6 310","13","8,6 %","93048","montreuil"
"2319","De 1946 à 1970","15 813","32","20,8 %","93048","montreuil"
"2320","De 1971 à 1990","12 606","25","28,6 %","93048","montreuil"
"2321","De 1991 à 2005","5 046","10","15,9 %","93048","montreuil"
"2322","Après 2005","6 646","13","14,3 %","93048","montreuil"
"2323","Avant 1919","714","7","11,8 %","93049","neuilly-plaisance"
"2324","De 1919 à 1945","1 355","14","8,6 %","93049","neuilly-plaisance"
"2325","De 1946 à 1970","2 351","25","20,8 %","93049","neuilly-plaisance"
"2326","De 1971 à 1990","2 431","26","28,6 %","93049","neuilly-plaisance"
"2327","De 1991 à 2005","1 553","16","15,9 %","93049","neuilly-plaisance"
"2328","Après 2005","958","10","14,3 %","93049","neuilly-plaisance"
"2329","Avant 1919","197","1","11,8 %","93050","neuilly-sur-marne"
"2330","De 1919 à 1945","927","6","8,6 %","93050","neuilly-sur-marne"
"2331","De 1946 à 1970","3 405","23","20,8 %","93050","neuilly-sur-marne"
"2332","De 1971 à 1990","6 111","42","28,6 %","93050","neuilly-sur-marne"
"2333","De 1991 à 2005","2 022","13","15,9 %","93050","neuilly-sur-marne"
"2334","Après 2005","1 848","12","14,3 %","93050","neuilly-sur-marne"
"2335","Avant 1919","250","0","11,8 %","93051","noisy-le-grand"
"2336","De 1919 à 1945","766","2","8,6 %","93051","noisy-le-grand"
"2337","De 1946 à 1970","4 704","16","20,8 %","93051","noisy-le-grand"
"2338","De 1971 à 1990","12 009","42","28,6 %","93051","noisy-le-grand"
"2339","De 1991 à 2005","5 721","20","15,9 %","93051","noisy-le-grand"
"2340","Après 2005","4 560","16","14,3 %","93051","noisy-le-grand"
"2341","Avant 1919","638","3","11,8 %","93053","noisy-le-sec"
"2342","De 1919 à 1945","1 941","11","8,6 %","93053","noisy-le-sec"
"2343","De 1946 à 1970","7 477","43","20,8 %","93053","noisy-le-sec"
"2344","De 1971 à 1990","3 538","20","28,6 %","93053","noisy-le-sec"
"2345","De 1991 à 2005","1 603","9","15,9 %","93053","noisy-le-sec"
"2346","Après 2005","2 135","12","14,3 %","93053","noisy-le-sec"
"2347","Avant 1919","1 477","5","11,8 %","93055","pantin"
"2348","De 1919 à 1945","3 158","12","8,6 %","93055","pantin"
"2349","De 1946 à 1970","7 703","30","20,8 %","93055","pantin"
"2350","De 1971 à 1990","6 838","26","28,6 %","93055","pantin"
"2351","De 1991 à 2005","2 967","11","15,9 %","93055","pantin"
"2352","Après 2005","3 333","13","14,3 %","93055","pantin"
"2353","Avant 1919","453","4","11,8 %","93057","les-pavillons-sous-bois"
"2354","De 1919 à 1945","1 620","16","8,6 %","93057","les-pavillons-sous-bois"
"2355","De 1946 à 1970","2 231","23","20,8 %","93057","les-pavillons-sous-bois"
"2356","De 1971 à 1990","2 259","23","28,6 %","93057","les-pavillons-sous-bois"
"2357","De 1991 à 2005","1 736","18","15,9 %","93057","les-pavillons-sous-bois"
"2358","Après 2005","1 340","13","14,3 %","93057","les-pavillons-sous-bois"
"2359","Avant 1919","396","3","11,8 %","93059","pierrefitte-sur-seine"
"2360","De 1919 à 1945","1 149","10","8,6 %","93059","pierrefitte-sur-seine"
"2361","De 1946 à 1970","3 368","29","20,8 %","93059","pierrefitte-sur-seine"
"2362","De 1971 à 1990","3 204","28","28,6 %","93059","pierrefitte-sur-seine"
"2363","De 1991 à 2005","1 356","12","15,9 %","93059","pierrefitte-sur-seine"
"2364","Après 2005","1 862","16","14,3 %","93059","pierrefitte-sur-seine"
"2365","Avant 1919","324","2","11,8 %","93063","romainville"
"2366","De 1919 à 1945","1 498","11","8,6 %","93063","romainville"
"2367","De 1946 à 1970","3 704","28","20,8 %","93063","romainville"
"2368","De 1971 à 1990","3 045","23","28,6 %","93063","romainville"
"2369","De 1991 à 2005","1 400","10","15,9 %","93063","romainville"
"2370","Après 2005","2 962","22","14,3 %","93063","romainville"
"2371","Avant 1919","483","2","11,8 %","93064","rosny-sous-bois"
"2372","De 1919 à 1945","1 270","6","8,6 %","93064","rosny-sous-bois"
"2373","De 1946 à 1970","5 736","29","20,8 %","93064","rosny-sous-bois"
"2374","De 1971 à 1990","5 876","30","28,6 %","93064","rosny-sous-bois"
"2375","De 1991 à 2005","2 767","14","15,9 %","93064","rosny-sous-bois"
"2376","Après 2005","3 053","15","14,3 %","93064","rosny-sous-bois"
"2377","Avant 1919","2 972","6","11,8 %","93066","saint-denis"
"2378","De 1919 à 1945","4 329","9","8,6 %","93066","saint-denis"
"2379","De 1946 à 1970","11 799","25","20,8 %","93066","saint-denis"
"2380","De 1971 à 1990","10 851","23","28,6 %","93066","saint-denis"
"2381","De 1991 à 2005","6 403","14","15,9 %","93066","saint-denis"
"2382","Après 2005","9 133","20","14,3 %","93066","saint-denis"
"2383","Avant 1919","1 385","5","11,8 %","93070","saint-ouen-sur-seine"
"2384","De 1919 à 1945","3 745","15","8,6 %","93070","saint-ouen-sur-seine"
"2385","De 1946 à 1970","4 559","19","20,8 %","93070","saint-ouen-sur-seine"
"2386","De 1971 à 1990","5 292","22","28,6 %","93070","saint-ouen-sur-seine"
"2387","De 1991 à 2005","2 958","12","15,9 %","93070","saint-ouen-sur-seine"
"2388","Après 2005","5 783","24","14,3 %","93070","saint-ouen-sur-seine"
"2389","Avant 1919","272","1","11,8 %","93071","sevran"
"2390","De 1919 à 1945","1 161","6","8,6 %","93071","sevran"
"2391","De 1946 à 1970","3 875","22","20,8 %","93071","sevran"
"2392","De 1971 à 1990","8 302","47","28,6 %","93071","sevran"
"2393","De 1991 à 2005","2 513","14","15,9 %","93071","sevran"
"2394","Après 2005","1 474","8","14,3 %","93071","sevran"
"2395","Avant 1919","208","1","11,8 %","93072","stains"
"2396","De 1919 à 1945","1 632","11","8,6 %","93072","stains"
"2397","De 1946 à 1970","5 187","37","20,8 %","93072","stains"
"2398","De 1971 à 1990","3 946","28","28,6 %","93072","stains"
"2399","De 1991 à 2005","933","6","15,9 %","93072","stains"
"2400","Après 2005","1 995","14","14,3 %","93072","stains"
"2401","Avant 1919","81","0","11,8 %","93073","tremblay-en-france"
"2402","De 1919 à 1945","595","4","8,6 %","93073","tremblay-en-france"
"2403","De 1946 à 1970","3 426","25","20,8 %","93073","tremblay-en-france"
"2404","De 1971 à 1990","5 395","39","28,6 %","93073","tremblay-en-france"
"2405","De 1991 à 2005","2 237","16","15,9 %","93073","tremblay-en-france"
"2406","Après 2005","1 795","13","14,3 %","93073","tremblay-en-france"
"2407","Avant 1919","1 189","9","11,8 %","93077","villemomble"
"2408","De 1919 à 1945","2 497","20","8,6 %","93077","villemomble"
"2409","De 1946 à 1970","3 934","31","20,8 %","93077","villemomble"
"2410","De 1971 à 1990","2 999","24","28,6 %","93077","villemomble"
"2411","De 1991 à 2005","905","7","15,9 %","93077","villemomble"
"2412","Après 2005","982","7","14,3 %","93077","villemomble"
"2413","Avant 1919","54","0","11,8 %","93078","villepinte"
"2414","De 1919 à 1945","318","2","8,6 %","93078","villepinte"
"2415","De 1946 à 1970","2 607","20","20,8 %","93078","villepinte"
"2416","De 1971 à 1990","5 496","43","28,6 %","93078","villepinte"
"2417","De 1991 à 2005","2 105","16","15,9 %","93078","villepinte"
"2418","Après 2005","2 047","16","14,3 %","93078","villepinte"
"2419","Avant 1919","955","4","11,8 %","94002","alfortville"
"2420","De 1919 à 1945","1 988","9","8,6 %","94002","alfortville"
"2421","De 1946 à 1970","5 279","25","20,8 %","94002","alfortville"
"2422","De 1971 à 1990","4 547","21","28,6 %","94002","alfortville"
"2423","De 1991 à 2005","4 627","22","15,9 %","94002","alfortville"
"2424","Après 2005","3 409","16","14,3 %","94002","alfortville"
"2425","Avant 1919","397","4","11,8 %","94003","arcueil"
"2426","De 1919 à 1945","1 261","12","8,6 %","94003","arcueil"
"2427","De 1946 à 1970","3 312","33","20,8 %","94003","arcueil"
"2428","De 1971 à 1990","2 369","23","28,6 %","94003","arcueil"
"2429","De 1991 à 2005","873","8","15,9 %","94003","arcueil"
"2430","Après 2005","1 778","17","14,3 %","94003","arcueil"
"2431","Avant 1919","274","2","11,8 %","94016","cachan"
"2432","De 1919 à 1945","1 458","10","8,6 %","94016","cachan"
"2433","De 1946 à 1970","4 171","30","20,8 %","94016","cachan"
"2434","De 1971 à 1990","2 814","20","28,6 %","94016","cachan"
"2435","De 1991 à 2005","3 159","23","15,9 %","94016","cachan"
"2436","Après 2005","1 729","12","14,3 %","94016","cachan"
"2437","Avant 1919","1 120","3","11,8 %","94017","champigny-sur-marne"
"2438","De 1919 à 1945","3 342","10","8,6 %","94017","champigny-sur-marne"
"2439","De 1946 à 1970","13 423","43","20,8 %","94017","champigny-sur-marne"
"2440","De 1971 à 1990","7 172","23","28,6 %","94017","champigny-sur-marne"
"2441","De 1991 à 2005","2 939","9","15,9 %","94017","champigny-sur-marne"
"2442","Après 2005","2 570","8","14,3 %","94017","champigny-sur-marne"
"2443","Avant 1919","1 419","10","11,8 %","94018","charenton-le-pont"
"2444","De 1919 à 1945","1 348","9","8,6 %","94018","charenton-le-pont"
"2445","De 1946 à 1970","3 133","22","20,8 %","94018","charenton-le-pont"
"2446","De 1971 à 1990","4 047","29","28,6 %","94018","charenton-le-pont"
"2447","De 1991 à 2005","3 265","23","15,9 %","94018","charenton-le-pont"
"2448","Après 2005","617","4","14,3 %","94018","charenton-le-pont"
"2449","Avant 1919","59","0","11,8 %","94021","chevilly-larue"
"2450","De 1919 à 1945","219","2","8,6 %","94021","chevilly-larue"
"2451","De 1946 à 1970","3 064","37","20,8 %","94021","chevilly-larue"
"2452","De 1971 à 1990","2 370","29","28,6 %","94021","chevilly-larue"
"2453","De 1991 à 2005","1 474","18","15,9 %","94021","chevilly-larue"
"2454","Après 2005","898","11","14,3 %","94021","chevilly-larue"
"2455","Avant 1919","1 021","5","11,8 %","94022","choisy-le-roi"
"2456","De 1919 à 1945","2 918","14","8,6 %","94022","choisy-le-roi"
"2457","De 1946 à 1970","5 564","28","20,8 %","94022","choisy-le-roi"
"2458","De 1971 à 1990","3 626","18","28,6 %","94022","choisy-le-roi"
"2459","De 1991 à 2005","2 613","13","15,9 %","94022","choisy-le-roi"
"2460","Après 2005","3 800","19","14,3 %","94022","choisy-le-roi"
"2461","Avant 1919","487","1","11,8 %","94028","creteil"
"2462","De 1919 à 1945","1 249","3","8,6 %","94028","creteil"
"2463","De 1946 à 1970","10 051","25","20,8 %","94028","creteil"
"2464","De 1971 à 1990","17 607","45","28,6 %","94028","creteil"
"2465","De 1991 à 2005","5 284","13","15,9 %","94028","creteil"
"2466","Après 2005","4 400","11","14,3 %","94028","creteil"
"2467","Avant 1919","1 493","6","11,8 %","94033","fontenay-sous-bois"
"2468","De 1919 à 1945","3 555","16","8,6 %","94033","fontenay-sous-bois"
"2469","De 1946 à 1970","7 388","33","20,8 %","94033","fontenay-sous-bois"
"2470","De 1971 à 1990","7 143","32","28,6 %","94033","fontenay-sous-bois"
"2471","De 1991 à 2005","1 393","6","15,9 %","94033","fontenay-sous-bois"
"2472","Après 2005","923","4","14,3 %","94033","fontenay-sous-bois"
"2473","Avant 1919","253","2","11,8 %","94034","fresnes"
"2474","De 1919 à 1945","356","3","8,6 %","94034","fresnes"
"2475","De 1946 à 1970","4 805","43","20,8 %","94034","fresnes"
"2476","De 1971 à 1990","2 636","23","28,6 %","94034","fresnes"
"2477","De 1991 à 2005","1 144","10","15,9 %","94034","fresnes"
"2478","Après 2005","1 969","17","14,3 %","94034","fresnes"
"2479","Avant 1919","122","0","11,8 %","94038","l-hay-les-roses"
"2480","De 1919 à 1945","765","5","8,6 %","94038","l-hay-les-roses"
"2481","De 1946 à 1970","5 372","41","20,8 %","94038","l-hay-les-roses"
"2482","De 1971 à 1990","3 959","30","28,6 %","94038","l-hay-les-roses"
"2483","De 1991 à 2005","1 336","10","15,9 %","94038","l-hay-les-roses"
"2484","Après 2005","1 309","10","14,3 %","94038","l-hay-les-roses"
"2485","Avant 1919","1 823","6","11,8 %","94041","ivry-sur-seine"
"2486","De 1919 à 1945","3 473","12","8,6 %","94041","ivry-sur-seine"
"2487","De 1946 à 1970","8 923","31","20,8 %","94041","ivry-sur-seine"
"2488","De 1971 à 1990","6 186","21","28,6 %","94041","ivry-sur-seine"
"2489","De 1991 à 2005","3 759","13","15,9 %","94041","ivry-sur-seine"
"2490","Après 2005","4 658","16","14,3 %","94041","ivry-sur-seine"
"2491","Avant 1919","565","6","11,8 %","94042","joinville-le-pont"
"2492","De 1919 à 1945","1 797","20","8,6 %","94042","joinville-le-pont"
"2493","De 1946 à 1970","2 753","31","20,8 %","94042","joinville-le-pont"
"2494","De 1971 à 1990","2 129","24","28,6 %","94042","joinville-le-pont"
"2495","De 1991 à 2005","917","10","15,9 %","94042","joinville-le-pont"
"2496","Après 2005","686","7","14,3 %","94042","joinville-le-pont"
"2497","Avant 1919","425","3","11,8 %","94043","le-kremlin-bicetre"
"2498","De 1919 à 1945","860","7","8,6 %","94043","le-kremlin-bicetre"
"2499","De 1946 à 1970","2 807","24","20,8 %","94043","le-kremlin-bicetre"
"2500","De 1971 à 1990","4 310","36","28,6 %","94043","le-kremlin-bicetre"
"2501","De 1991 à 2005","2 644","22","15,9 %","94043","le-kremlin-bicetre"
"2502","Après 2005","627","5","14,3 %","94043","le-kremlin-bicetre"
"2503","Avant 1919","259","2","11,8 %","94044","limeil-brevannes"
"2504","De 1919 à 1945","419","4","8,6 %","94044","limeil-brevannes"
"2505","De 1946 à 1970","1 910","18","20,8 %","94044","limeil-brevannes"
"2506","De 1971 à 1990","2 553","24","28,6 %","94044","limeil-brevannes"
"2507","De 1991 à 2005","1 429","13","15,9 %","94044","limeil-brevannes"
"2508","Après 2005","3 907","37","14,3 %","94044","limeil-brevannes"
"2509","Avant 1919","1 192","4","11,8 %","94046","maisons-alfort"
"2510","De 1919 à 1945","3 961","14","8,6 %","94046","maisons-alfort"
"2511","De 1946 à 1970","8 872","33","20,8 %","94046","maisons-alfort"
"2512","De 1971 à 1990","7 282","27","28,6 %","94046","maisons-alfort"
"2513","De 1991 à 2005","3 101","11","15,9 %","94046","maisons-alfort"
"2514","Après 2005","2 169","8","14,3 %","94046","maisons-alfort"
"2515","Avant 1919","1 663","10","11,8 %","94052","nogent-sur-marne"
"2516","De 1919 à 1945","2 103","13","8,6 %","94052","nogent-sur-marne"
"2517","De 1946 à 1970","3 945","25","20,8 %","94052","nogent-sur-marne"
"2518","De 1971 à 1990","4 084","26","28,6 %","94052","nogent-sur-marne"
"2519","De 1991 à 2005","2 324","15","15,9 %","94052","nogent-sur-marne"
"2520","Après 2005","1 213","7","14,3 %","94052","nogent-sur-marne"
"2521","Avant 1919","81","0","11,8 %","94054","orly"
"2522","De 1919 à 1945","725","7","8,6 %","94054","orly"
"2523","De 1946 à 1970","3 050","32","20,8 %","94054","orly"
"2524","De 1971 à 1990","1 630","17","28,6 %","94054","orly"
"2525","De 1991 à 2005","1 957","20","15,9 %","94054","orly"
"2526","Après 2005","2 089","21","14,3 %","94054","orly"
"2527","Avant 1919","1 449","9","11,8 %","94058","le-perreux-sur-marne"
"2528","De 1919 à 1945","3 131","20","8,6 %","94058","le-perreux-sur-marne"
"2529","De 1946 à 1970","3 525","23","20,8 %","94058","le-perreux-sur-marne"
"2530","De 1971 à 1990","3 213","21","28,6 %","94058","le-perreux-sur-marne"
"2531","De 1991 à 2005","1 993","13","15,9 %","94058","le-perreux-sur-marne"
"2532","Après 2005","1 811","12","14,3 %","94058","le-perreux-sur-marne"
"2533","Avant 1919","115","1","11,8 %","94059","le-plessis-trevise"
"2534","De 1919 à 1945","120","1","8,6 %","94059","le-plessis-trevise"
"2535","De 1946 à 1970","2 241","27","20,8 %","94059","le-plessis-trevise"
"2536","De 1971 à 1990","2 514","30","28,6 %","94059","le-plessis-trevise"
"2537","De 1991 à 2005","1 810","21","15,9 %","94059","le-plessis-trevise"
"2538","Après 2005","1 511","18","14,3 %","94059","le-plessis-trevise"
"2539","Avant 1919","2 444","23","11,8 %","94067","saint-mande"
"2540","De 1919 à 1945","2 348","22","8,6 %","94067","saint-mande"
"2541","De 1946 à 1970","2 463","23","20,8 %","94067","saint-mande"
"2542","De 1971 à 1990","1 927","18","28,6 %","94067","saint-mande"
"2543","De 1991 à 2005","659","6","15,9 %","94067","saint-mande"
"2544","Après 2005","484","4","14,3 %","94067","saint-mande"
"2545","Avant 1919","3 470","10","11,8 %","94068","saint-maur-des-fosses"
"2546","De 1919 à 1945","5 945","17","8,6 %","94068","saint-maur-des-fosses"
"2547","De 1946 à 1970","12 571","36","20,8 %","94068","saint-maur-des-fosses"
"2548","De 1971 à 1990","8 422","24","28,6 %","94068","saint-maur-des-fosses"
"2549","De 1991 à 2005","2 984","8","15,9 %","94068","saint-maur-des-fosses"
"2550","Après 2005","1 451","4","14,3 %","94068","saint-maur-des-fosses"
"2551","Avant 1919","327","2","11,8 %","94071","sucy-en-brie"
"2552","De 1919 à 1945","1 056","9","8,6 %","94071","sucy-en-brie"
"2553","De 1946 à 1970","3 396","30","20,8 %","94071","sucy-en-brie"
"2554","De 1971 à 1990","4 335","39","28,6 %","94071","sucy-en-brie"
"2555","De 1991 à 2005","1 095","9","15,9 %","94071","sucy-en-brie"
"2556","Après 2005","915","8","14,3 %","94071","sucy-en-brie"
"2557","Avant 1919","371","2","11,8 %","94073","thiais"
"2558","De 1919 à 1945","724","5","8,6 %","94073","thiais"
"2559","De 1946 à 1970","3 724","28","20,8 %","94073","thiais"
"2560","De 1971 à 1990","4 262","32","28,6 %","94073","thiais"
"2561","De 1991 à 2005","2 092","16","15,9 %","94073","thiais"
"2562","Après 2005","1 789","13","14,3 %","94073","thiais"
"2563","Avant 1919","369","1","11,8 %","94076","villejuif"
"2564","De 1919 à 1945","2 231","8","8,6 %","94076","villejuif"
"2565","De 1946 à 1970","9 485","37","20,8 %","94076","villejuif"
